Date,headline,text
2022-11-14,Amazon et Meta suppriment des milliers d'emplois en raison du ralentissement de l'activité,"Les entreprises technologiques réduisent leur personnel et ralentissent les embauches, car elles sont confrontées à des taux d'intérêt plus élevés et à des dépenses de consommation moroses aux États-Unis, ainsi qu'à un dollar fort à l'étranger.  Selon Challenger, Gray & Christmas, l'industrie technologique a supprimé 9 587 emplois en octobre, soit le total mensuel le plus élevé depuis novembre 2020. Les pertes d'emplois font suite aux récents rapports sur les bénéfices d'Alphabet, d'Amazon.com, de Meta Platforms, de Microsoft Corp. et d'autres entreprises qui n'ont pas été à la hauteur des prévisions, ce qui a fait plonger les actions et réduit de plusieurs centaines de milliards de dollars leurs valorisations boursièresMeta, par exemple, a perdu plus de 67 % de sa valeur depuis le début de l'année"
2022-11-13,Le patron de HSBC se retrouve seul à la COP27,"La salle était exiguë, le micro instable et Noel Quinn, de HSBC Holdings, était le seul PDG d'une grande banque présent. Mercredi, c'était la journée de la finance à la COP27 de Sharm El-Sheikh, en Égypte, lorsque les négociations des Nations unies sur le climat sont passées des discussions sur le dioxyde de carbone dans l'air et les communautés et écosystèmes ravagés sur le terrain aux dollars sur les comptes bancaires et les portefeuilles d'investissement qui peuvent être mis à profit pour financer la transition vers les énergies propres. Contrairement à 2021, M. Quinn n'était pas entouré de PDG de renom tels que Larry Fink de BlackRock, Bill Winters de Standard Chartered ou Jane Fraser de Citigroup. Au lieu de faire des annonces qui font la une des journaux, les panélistes ont discuté des détails arides et peu glorieux de la manière de tenir leurs engagements et de ce que cela signifie en pratique pour une banque ou un gestionnaire d'actifs d'éliminer les émissions qu'ils ont financées. Il a déclaré qu'il était temps de se concentrer sur le ""fondement scientifique"" des propositions de décarbonisation des entreprises. Il a parlé de forcer les entreprises à ""expliquer clairement comment elles vont modifier leurs investissements en capital"", ce que cela signifie pour les différents secteurs et comment les progrès peuvent être mesurés."
2022-11-10,Les fonds devraient rester à la traîne des grands marchés en 2023,"Le débat sur la rentabilité des investissements fondés sur les principes ESG a pris de l'ampleur ces dernières années, le marché mondial des fonds durables ayant atteint plus de 2 200 milliards de dollars. Les données du marché montrent que le fonds d'actions moyen qui adhère aux facteurs ESG a perdu un peu moins d'argent cette année que les produits qui suivent des indices de référence classiques tels que le S&P 500. Sur le long terme, environ 56 % des fonds durables américains ont battu les groupes de catégorie rivaux au cours de la période de trois ans qui s'est terminée le 30 septembre, selon les chercheurs de Morningstar Cela ne fait pas basculer les opinions, du moins pour l'année prochaine. Dans une enquête News menée auprès des lecteurs de terminaux et de .com, 65% des répondants s'attendent à ce que les fonds ESG soient inférieurs au marché en 2023Sur les 691 répondants, 264 s'attendent à ce que les fonds ESG soient ""légèrement sous-performants"" et 184 prévoient qu'ils seront ""significativement sous-performants""."
2022-11-09,"L'effondrement de l'immobilier en Chine met en péril une dette de 1,6 trillion de dollars","L'aggravation de la crise immobilière en Chine exerce une pression sur un segment de 1 600 milliards de dollars du marché obligataire onshore du pays, alors que les villes et les administrations locales interviennent pour renflouer les promoteurs en difficulté dans le cadre d'une tentative soutenue par l'État pour aider le secteur. Après avoir remplacé les constructeurs en tant que principaux acheteurs de terrains au début de l'année, les véhicules de financement des gouvernements locaux (LGFV) sont devenus les principaux acquéreurs de projets à moitié terminés de promoteurs défaillants, dont le groupe China Evergrande. Bien qu'aucun LGFV n'ait fait défaut dans le cycle actuel, Economics n'exclut pas qu'il y en ait un à l'avenir, car ses données montrent que les écarts de crédit moyens sur certaines des obligations locales LGFV les moins performantes ont presque doublé pour atteindre près de 10 points de pourcentage depuis la mi-janvier."
2022-11-08,Blackstone et Pimco se tiennent à l'écart du groupe Net-Zero Finance,"Même après avoir assoupli ses conditions, la plus grande coalition mondiale pour la finance climatique n'a pas réussi à attirer certains des géants de l'investissement. La Glasgow Financial Alliance for Net Zero s'apprête à participer au sommet sur le climat COP27 en Égypte, après avoir accepté que les signataires évitent les restrictions contraignantes sur le financement des énergies fossiles. Cette concession, qui a suscité la condamnation des défenseurs du climat, a coïncidé avec l'annonce par la GFANZ qu'elle avait attiré 100 membres supplémentaires au cours de l'année écoulée. Le coprésident de la GFANZ, Mark Carney, a récemment déclaré qu'au lieu de critiquer les membres qui n'en font pas assez, il était temps de se concentrer sur les récalcitrants La liste comprend certains des plus grands noms de la finance mondiale, dont Blackstone, Carlyle Group et Pacific Investment Management."
2022-11-07,Les chefs d'entreprise s'insurgent contre la culture de l'encartage,"Les administrateurs de sociétés sont de plus en plus frustrés par les investisseurs institutionnels et les agences de procuration qui les guident, selon une enquête menée auprès des présidents du FTSE 100. Les participants au rapport britannique comprennent des présidents tels que Douglas Flint d'Abrdn, Mark Tucker de HSBC Holdings, Stuart Rose d'Asda Stores et Cressida Hogg de Land Securities Group. L'un d'entre eux a comparé les rapports ESG au Far West en raison des différences de normes et du manque de clarté. L'une des personnes interrogées a déclaré que ""bien souvent, les institutions se cachent derrière les agences de représentation, qui parlent elles-mêmes de l'écosystème qu'elles représentent, mais ne s'engagent pas réellement"""
2022-11-06,Les dépenses politiques de BlackRock atteignent un niveau record,"BlackRock verse des sommes record dans les campagnes politiques américaines cette année, alors que le géant de la gestion d'actifs est confronté à un examen de plus en plus minutieux de sa taille et de son plaidoyer en faveur de l'investissement durable. Le comité d'action politique de la société a versé environ 647 000 dollars aux candidats au Congrès, à leurs PAC de direction et aux partis politiques entre janvier 2021 et la mi-octobre, selon les archives publiques les plus récentes avant les élections de mi-mandat du 8 novembre. 8C'est environ 38% de plus que ce que le comité a donné dans le cycle électoral de 2020, et un peu plus de la moitié de la somme, 331 000 $, est allée aux démocrates jusqu'à présent cette électionBlackRock et le PDG Larry Fink sont au centre d'une bataille politique croissante sur l'investissement lié à l'ESGLes politiciens républicains ont attaqué l'ESG pour nuire aux intérêts des combustibles fossiles et faire avancer les causes sociétales avant les rendements financiers, tandis que certains démocrates et défenseurs de l'environnement ont critiqué l'entreprise pour ne pas en faire plus pour lutter contre le changement climatique."
2022-11-02,Vanguard prévoit de donner à ses clients plus de poids dans les votes,"Le groupe Vanguard prévoit de tester une stratégie visant à donner aux clients particuliers plus de poids sur la manière dont leurs actions sont votées lors des réunions d'entreprise, alors que l'influence des grands gestionnaires de fonds sur des questions brûlantes fait l'objet d'un examen de plus en plus minutieux. Au lieu de prendre les décisions seule, Vanguard donnera aux investisseurs individuels de plusieurs fonds indiciels d'actions plus d'options sur la manière dont leurs actions sont votéesVanguard commencera à tester la stratégie au début de l'année prochaine ""Ce projet pilote début 2023 donnera à nos investisseurs-propriétaires la possibilité d'exprimer leurs préférences sur la manière dont les actions sous-jacentes de leurs fonds indiciels d'actions sont votées"", a déclaré Anne Robinson, directrice juridique de VanguardL'essai offrira probablement aux investisseurs des options de vote supplémentaires, telles que suivre les recommandations de la direction de l'entreprise, choisir de ne pas voter ou choisir de s'appuyer sur les conseils d'une tierce partie."
2022-11-01,"Les milliards en quête de fonds laissent les initiés ""perplexes"".","Alors qu'une catégorie de fonds ESG confrontée à des dégradations massives attire d'importants flux de clients, les initiés du secteur avouent ne pas comprendre pourquoi les investisseurs ne sont pas plus prudents. Le problème est que les analystes, les associations professionnelles et les avocats qui conseillent les gestionnaires de fonds reconnaissent qu'un nombre important de fonds Article 9 ne répondent pas actuellement aux exigences strictes de l'UE en matière de développement durable Des dizaines de fonds ont déjà perdu leur étiquette Article 9, Des dizaines de fonds ont déjà perdu leur étiquette Article 9, y compris des offres de Pimco et de NN Investment Partners de Goldman SachsMalgré le nuage qui plane sur l'Article 9, la catégorie de fonds a attiré près de 13 milliards d'euros (13 milliards de dollars) de flux de clients au troisième trimestre, portant le total sur les neuf premiers mois de cette année à 29 milliards d'euros, selon les données de Morningstar."
2022-10-31,Les banquiers se réunissent à Hong Kong dans un contexte de tensions croissantes avec la Chine,"Certains des plus grands noms de Wall Street se rendent à Hong Kong pour leur premier voyage depuis le début de la pandémie, défiant les critiques des législateurs américains dans un contexte de tensions croissantes avec la Chine. David Solomon, de Goldman Sachs, James Gorman, de Morgan Stanley, et Rob Kapito, de Blackrock, feront partie des quelque 200 participants au Global Financial Leaders' Investment Summit, qui débute mardi. Cet événement de trois jours intervient alors que les liens entre les États-Unis et la Chine se détériorent, les deux plus grandes économies du monde s'étant opposées ces derniers mois sur la question du commerce, La répression exercée depuis un an par le président chinois Xi Jinping à l'encontre des entreprises privées et du marché immobilier a fortement ébranlé la confiance des investisseurs dans les actifs du pays. De nombreuses banques et gestionnaires d'actifs se sont lancés dans des investissements et des embauches en Chine continentale et à Hong Kong ces dernières années, alors que la deuxième économie mondiale ouvrait son marché financier de 60 000 milliards de dollars. ""Les banques étrangères sont toujours désireuses de faire des affaires ou d'explorer les opportunités en Chine continentale et à Hong Kong"", a déclaré Lloyd Chan, économiste principal chez Oxford Economics. ""Cependant, les banques devront toujours se battre contre un environnement commercial qui reste incertain et difficile, car les relations tendues entre les États-Unis et la Chine impliquent des risques économiques et financiers"""
2022-10-30,Goldman fait partie des gestionnaires qui mettent en garde contre une refonte de l'investissement,"Beaucoup de paris ESG qui semblaient bons auparavant ne le sont plus. Luke Barrs, directeur général et responsable mondial de la gestion des portefeuilles d'actions fondamentales chez Goldman Sachs Asset Management, a déclaré que ""les gens doivent réévaluer de manière holistique la façon dont ils envisagent l'intégration ESG ""Il y a seulement 18 mois, une entreprise dans un portefeuille ESG ""pouvait effectivement brûler des liquidités pendant un certain nombre d'années"" pour se développer, ""et il n'était pas nécessaire d'avoir un flux de trésorerie positif à court terme"", a-t-il déclaré. Après une année marquée par la guerre, une crise énergétique, une inflation élevée depuis des décennies et une hausse rapide des taux d'intérêt, le monde dans lequel l'investissement ESG a pris pied a été remplacé par quelque chose de beaucoup moins hospitalier. Pour les gestionnaires de fonds ""qui essaient de construire une approche holistique pour évaluer et intégrer l'ESG dans leur portefeuille, il a fallu procéder à une réévaluation"", a-t-il déclaré."
2022-10-27,Les gestionnaires d'actifs pourraient bientôt être confrontés à une vague de déclassements de fonds,"Les gestionnaires d'actifs pourraient être amenés à déclasser des centaines de fonds ESG dans les mois à venir, alors qu'ils s'efforcent de rester dans le droit chemin des réglementations européennes. Plus de 40 fonds ont été reclassés le trimestre dernier de l'article 9, la catégorie d'information la plus élevée dans les règles d'investissement ESG de l'UE, à une catégorie ESG moins stricte connue sous le nom d'article 8, selon Morningstar. Il est difficile de prédire combien de fonds relevant de l'article 9 seront déclassés au total"", a déclaré Hortense Bioy, directrice mondiale de la recherche sur le développement durable chez Morningstar. ""Il pourrait en effet y en avoir des centaines au cours des six prochains mois"""
2022-10-26,Les règles relatives aux fonds de placement suscitent des critiques de la part des régulateurs européens,"L'ensemble de règles d'investissement ESG le plus ambitieux au monde fait face à une vague de critiques, les régulateurs de Grande-Bretagne et de l'Union européenne exprimant publiquement leurs doutes. La Financial Conduct Authority du Royaume-Uni s'est délibérément tenue à l'écart de certaines des principales caractéristiques du règlement européen sur les informations à fournir en matière de finance durable, après qu'il est apparu clairement qu'elles donnaient lieu à un ""concours"" ESG entre les gestionnaires de fonds plutôt qu'à un exercice de transparence, a déclaré Sacha Sadan, le directeur de l'environnement, du social et de la gouvernance de la FCA, Parmi les préoccupations exprimées par le régulateur des marchés de l'UE figure le manque de clarté des réglementations lorsqu'il s'agit de concepts ESG de base tels que l'""investissement durable"". ""Il est extrêmement difficile de naviguer parmi les nombreux produits et offres différents et de comprendre les différences en termes de durabilité"", a déclaré Verena Ross, présidente de l'Autorité européenne des marchés financiers, dans un discours publié le 24 octobre. 24."
2022-10-25,Un nouveau fonds de capital-risque se concentre sur la technologie océanique et climatique,"Un nouveau fonds de capital-risque doté de 100 millions de dollars s'associe à l'un des principaux instituts de recherche marine du monde pour investir exclusivement dans les technologies océaniques destinées à lutter contre la crise climatique. Basé à Boston, Propeller se concentrera sur les startups qui développent des technologies pour éliminer le dioxyde de carbone de l'océan, décarboniser le transport maritime et améliorer l'efficacité des industries marines, entre autres innovations. La société investira également dans des entreprises qui cherchent à exploiter les microbes et autres organismes océaniques pour produire de l'énergie, des médicaments et d'autres produits. Lorsqu'il s'agit d'atténuer le changement climatique, ""l'océan fait déjà le gros du travail"", a déclaré Brian Halligan, fondateur et partenaire de Propeller. Pourtant, les milliards de dollars que les investisseurs ont investis dans les technologies climatiques n'ont guère été consacrés aux solutions liées à l'océan"
2022-10-24,"Selon la Deutsche Bank, le marché des fonds entre dans sa troisième phase","D'abord, personne n'en avait entendu parler. Ensuite, tout le monde en a fait l'éloge. Aujourd'hui, les gens repensent à ce que c'est. L'investissement environnemental, social et de gouvernance est entré dans la ""phase 3"", a déclaré Markus Müller, directeur des investissements ESG à la banque privée de la Deutsche Bank. ""Je ne pense pas que les investisseurs réduiront ou arrêteront matériellement leurs allocations à l'ESG dans l'attente de meilleures informations, mais ils continueront à réévaluer et à réorienter leurs approches d'investissement ""Le grand changement pour l'ESG cette année a été la crise énergétique. Les gestionnaires de fonds qui n'étaient pas exposés aux actifs énergétiques se regroupent à présent pour s'assurer qu'ils ne seront pas à nouveau pris au dépourvuMüller souligne les gains considérables que les investisseurs ESG ont manqués en snobant les actifs pétroliers et gaziers, l'indice S&P 500 Energy ayant progressé de plus de 50 % cette année, alors que l'indice S&P plus large a baissé de près de 20 %."
2022-10-23,Les transactions mystérieuses entraînent des sorties record du plus grand ETF,"Le plus grand retrait jamais enregistré d'un fonds négocié en bourse de 19 milliards de dollars alimente la spéculation selon laquelle BlackRock est en train de modifier ses allocations de portefeuilles modèles.   Environ 1,2 milliard de dollars ont été retirés jeudi de l'iShares ESG Aware MSCI USA ETF (ticker ESGU), le plus grand ETF d'investissement socialement responsable. Selon Athanasios Psarofagis d'Intelligence, la rapidité et l'ampleur des rachats font penser à une modification de portefeuille modèle. Ces stratégies standard, qui regroupent généralement des ETF et des fonds communs de placement, ont connu une popularité croissante auprès des conseillers financiers et de leurs clients, et on estime qu'elles détiennent des milliers de milliards de dollars. En réponse aux questions, BlackRock a fourni ce que l'on appelle le commentaire de son portefeuille modèle, qu'elle a partagé avec les conseillers financiers. Sans désigner de fonds en particulier, la société a écrit que ""conformément à la trajectoire de nos derniers rééquilibrages, nous réduisons à nouveau l'exposition au risque global et nous nous retirons des positions actives existantes, nous rapprochant de l'indice de référence à presque tous les égards"""
2022-10-20,"La société DWS, propriété de la Deutsche Bank, réorganise son contrôle à la suite de l'ouverture d'une enquête","Le groupe DWS de la Deutsche Bank réorganise le contrôle interne de ses allocations environnementales, sociales et de gouvernance dans le sillage des enquêtes réglementaires axées sur les réclamations du gestionnaire d'actifs liées à l'ESG. DWS ""adapte"" sa gouvernance et sa structure ESG, les changements étant effectifs à partir du 1er janvier, selon un courriel envoyé aux employés. ""Rétablir notre crédibilité en ce qui concerne notre programme de développement durable reste l'une de nos principales priorités"", a déclaré DWS. ""Les changements comprennent la mise en place d'un bureau de surveillance du développement durable au sein de la division CFO afin de renforcer les contrôles et l'engagement liés à l'ESG dans l'ensemble de l'entreprise. Le conseil de développement durable du groupe DWS deviendra un comité de développement durable du groupe, coprésidé par Stefan Kreuzkamp et Manfred Bauer, selon l'e-mail."
2022-10-19,Les banquiers affirment que la guerre et le gouvernement conservateur rendent les objectifs en matière de CO2 plus difficiles à atteindre,"La guerre en Ukraine et la montée du sentiment anti-ESG aux Etats-Unis font partie d'un ensemble ""complexe"" d'obstacles qui rendent beaucoup plus difficile pour les grandes banques d'atteindre leurs objectifs climatiques, selon la présidente de la Net-Zero Banking Alliance. ""Lorsque vous regardez l'environnement autour de la décarbonisation et des combustibles fossiles, la situation est plus complexe qu'elle ne l'était même par rapport à 2021"", a déclaré Tracey McDermott, qui, en plus de présider la NZBA, est chef de groupe de la conduite, de la criminalité financière et de la conformité chez Standard Chartered. Cela signifie qu'il y a une ""sensibilité accrue"" parmi les membres quant aux implications des engagements qu'ils ont pris, a-t-elle déclaré*T"
2022-10-18,BlackRock perd un autre fonds d'investissement d'un État américain,"Le Missouri a retiré 500 millions de dollars d'actifs de pension de BlackRock, critiquant l'entreprise pour avoir donné la priorité aux questions liées à l'ESG plutôt qu'au rendement pour les actionnaires. ""Nous ne devrions pas permettre à des gestionnaires d'actifs tels que BlackRock, qui ont démontré qu'ils donnaient la priorité à la promotion d'un programme politique douteux plutôt qu'aux intérêts financiers de leurs clients, de continuer à parler au nom de l'État du Missouri"", a déclaré Scott Fitzpatrick, le trésorier de l'État, Le porte-parole de BlackRock, Ed Sweeney, a déclaré que la société offrait une gamme de choix d'investissement à ses clients et a ajouté que la société avait attiré 248 milliards de dollars de nouveaux actifs nets à long terme cette année."
2022-10-17,"Meissner, du Credit Suisse, envisage de quitter la banque","Christian Meissner, responsable de la banque d'investissement du Credit Suisse, devrait quitter l'entreprise dans les semaines à venir, dans le cadre d'une vaste restructuration du groupe qui verra probablement l'unité cesser d'exister sous sa forme actuelle. Une annonce officielle de son départ sera probablement faite le 27 octobre. 27 octobre, en même temps que des informations sur la révision stratégique de la banqueMeissner a été engagé par le Credit Suisse en octobre 2020 et a pris la tête de la banque d'investissement l'année dernière, à la suite de l'effondrement d'Archegos Capital Management, qui a coûté 5 milliards de dollarsAuparavant, il a occupé des postes à responsabilité chez Bank of America, Lehman Brothers et Goldman Sachs Par ailleurs, le Credit Suisse envisage de vendre ses activités de gestion d'actifs aux Etats-Unis Et Abu Dhabi et l'Arabie saoudite réfléchissent à la possibilité d'investir dans la banque d'investissement et d'autres activités de la société afin de tirer parti de la baisse des valeurs*T"
2022-10-16,Apple et Amazon face à un mouvement syndical enhardi,"Le mouvement syndical prend de l'ampleur dans les grandes entreprises technologiques, avec un magasin Apple Inc. qui a voté en faveur de la syndicalisation vendredi et une agitation qui se propage dans les sites de distribution d'Amazon.com Inc. dans le sud de la Californie. Les organisateurs affirment que ce n'est que le début. Longtemps considéré comme invulnérable aux syndicats, Apple a vu son personnel d'Oklahoma City voter massivement en faveur de l'adhésion au syndicat Communications Workers of America, devenant ainsi le deuxième magasin à se syndiquer parmi les quelque 270 points de vente de l'entreprise aux États-Unis, Les employés d'Amazon ont quitté le travail vendredi à San Bernardino, en Californie, le genre de mobilisation sur le lieu de travail qui était pratiquement inconnu chez le détaillant en ligne, mais qui est devenu de plus en plus courant pendant la pandémie. Amazon est confronté à un test important mardi lorsque le National Labor Relations Board des États-Unis doit compter les votes pour une élection dans un entrepôt près d'Albany, dans l'État de New York*T"
